id,POI/street
18549,"/simin, menteng"
18550,"epp 2 perum genta 1,/sds batu"
18551,/jend bas rach no
18552,"/gg. h. kunen, jatimelati pondok melati"
18553,/sun indah v tanjung
18554,"/ranca, bojongkerta bogor selatan"
18555,/borob raya 82 bencongan
18556,"/kem timur 8, mampang"
18557,/ter ii 174
18558,/duri i 16 rt
18559,barat/padangsambian
18560,/arw iii 90213 tallo
18561,/lay
18562,"pan,/thai"
18563,spring regency blok f/palm
18564,"/taman ubud indah viii, 16"
18565,/angg nerogtog
18566,/nipah 78
18567,/tanjung 29 bukit bestari
18568,/m. siban kunciran indah kel.
18569,/bot ii tanimulya
18570,/maha 10
18571,/simpangan abang no 9
18572,"cash & kre, gatot/sofa bulang"
18573,"/haji jae, cinere cinere"
18574,"graha bakti jaya, taman/yayasan kopo indah, no e 9 margahayu"
18575,"regency blok 21 ,/jalan haji taip , griya"
18576,/k.h. agus salim 138b taman baru rw
18577,salon seberang ulu/homi
18578,/raya putri no
18579,"/gang makam waru, kureksari kel."
18580,/dip pedu pedungan denpasar
18581,/gg. damai 26 cengkareng timur
18582,"/pet saba 11,"
18583,"cell, haji tuih,/finsa tegal parang mampang prapatan"
18584,"mbh jan, sekar/cafe"
18585,/pan raya suradita
18586,/wal baru ix 32
18587,/ks. tubun iii 23 slipi rt
18588,"lulus handayani, sprad. onk k dhar pacar keling/dr."
18589,/masda 2 pejagalan penjaringan
18590,/nusa indah 2 darat
18591,/mekar sul alau gang sla pes hida 07 b 76122 balikpapan tengah
18592,"kisaran , blok 3/rusunawa"
18593,jend/losmen
18594,/jl.irigasi
18595,"/aria wira datar, no 6a"
18596,/cimuncang latif 21 rt 4
18597,"dental care, kem prat/bunda"
18598,/kedung no 75
18599,"/purwoharjo yani, 09 comal"
18600,/lor 6 6 tempelan
18601,"/duta darma vi, 13"
18602,"/raya jamblan, inayah meubel,"
18603,/joglo dpr prib no
18604,wira/bengkel
18605,"makan atik, nusan no/kubu 80611 bangli"
18606,jat/fan barat no
18607,/jln.beringin
18608,/cut nyak dien 20
18609,"nmm, mer ilir,/apotek no 56 rw 1"
18610,"/besar pertum, alfamart"
18611,/gg. tirta dewa 4 pagar dewa hibrida
18612,hukum dan ham jln raya/bpsdm gandul no. 4
18613,"/simp sul x, blimbing"
18614,"griya sentosa, no 36 grogol/perum"
18615,/jeruk manis 3 3
18616,"/cika, no 38 indon"
18617,"/kali baru timur 10,"
18618,"bakso simpang boulevard, tarorane/mi"
18619,"joker ketan bubuk, tan i,/warkop"
18620,/dewa ciracas
18621,permai/jalan ganet blok b1
18622,/bintara viii no
18623,"akbar, rw/mas"
18624,tito per/warkop 86
18625,/chai anwar kreo larangan
18626,"salon, a./ayu h. nasution, cipadung cibiru"
18627,"/keli iii, 1 kaliabang tengah"
18628,/simo indah 70 sepanjang
18629,/oekam saigon pontianak
18630,singaperbangsa jl. arwana 2 blok/perum c1 no.15 rt 20
18631,/mangir rogojampi
18632,"ii, ir. h. jua/listi"
18633,"majenang indah, gajah mada,/grand"
18634,/raja 13a
18635,/gg. xiii 30 kiaracondong
18636,"beras kh/toko sen cuk,"
18637,/al fal kebon
18638,/ploso asem no 4-a
18639,/panjerejo rejotangan
18640,"/airm - taluk kuan, peranap"
18641,/jl.
18642,trans jaka gajah/lidya jatiraden
18643,"/kh. maul has, 26 rt 4"
18644,/padat karya iii 2
18645,/seme gang 6 a 11 bandar
18646,/gg. kaji iii 7 gambir
18647,rest tebet/bukit bint hailam
18648,/bkr 29
18649,/spo suryopranoto
18650,"man, mojolangu lowokwaru/sudi no 54"
18651,/sisingama no 5 kotabaru
18652,/pram sepanjang
18653,/terb lor 25
18654,"soka linggamas pangkalan jati 1,/pangkalanjati cinere"
18655,/keme
18656,ibra zah/sto
18657,"suda,/alamsyah. no 135"
18658,pusdikzi rt002 rw002/asrama
18659,mitra tani jl./toko brigjen katamso baruga
18660,"/urip sumoh lr.4, no 55 karuwisi utara rt 1 1"
18661,/cigereleng
18662,/pamulang 48 rt 1 rw
18663,"/sekolah dasar neger (sdn) mangga dua sela 05 pagi, man"
18664,"jambi,/ling sela ii, jaya"
18665,"/man i, purwokerto"
18666,/raya tlogo 45
18667,"al-mukimin,/masjid"
18668,"/jl. ps. v, tembung percut sei tuan"
18669,"indomart sina,/toko"
18670,"asia pt,/mar r iswah"
18671,"wadisono, inp raya,/kap"
18672,"/keraj 3, 38a rw"
18673,"comp/irfan roba, robatal"
18674,"laundry, mes kebon jeruk,/bella 7 rw 5 11160"
18675,/martimbang siantar
18676,"gunung sari/sale, no 78e pt"
18677,/pisangan 10
18678,"/gang indah, no 42"
18679,"/ulamm pancasila v, pontianak kota"
18680,"/cendrawasih 2, cengkareng barat kel."
18681,/kapuk kel.
18682,/cisan cikajang
18683,/mitra
18684,/asri pasirlayung
18685,"/lor mas, no 231"
18686,/jl. sidom tr iv 369 bener tegalrejo
18687,"/padat karya, 2443 sukajaya"
18688,"subari, tawang sari/raya garum, no 83 jamu"
18689,/gembor 31 periuk
18690,/raya bran kedungmaling
18691,living residence blok f/green
18692,rt 1/karet
18693,jukanti/sri
18694,/kepu tegal bakti i 100 8
18695,"kebon jati,/melo, abang"
18696,/toko 59461 batealit
18697,no 8/'[tlp
18698,/jalan palmerah barat no. 8
18699,"shop pusat carica dan oleh oleh khas dieng wonosobo, raya dieng,/igm"
18700,/perum ber
18701,"ka'joon, sate/waroeng"
18702,/ds
18703,serai permai blok f no/kebun
18704,/jend sudi 20 kota
18705,"/gang amp vii, no 29"
18706,"krista, percet neg,/toko d764 rw 7 rawa"
18707,"abg soek,/rm"
18708,"/jam gint, 698-686 beringin medan"
18709,/mel 13
18710,/jend sudirman tengkerang
18711,"/kasa,"
18712,mode/ziq
18713,"/djog,"
18714,/nagrak no 11
18715,/adip mersi 57 mersi purwokerto
18716,/h. muha dji no 29 semanan
18717,/kota bambu utara palmerah
18718,"foto copy bha/rama tugu,"
18719,/pakojan rt 2
18720,/kemanggisan 28 rt 2
18721,/pem ii 117
18722,/ki hajar sal no
18723,/letj supra gg. ii 1 burengan pesantren
18724,/pedurungan 6 6 50192
18725,"kang,/pasar"
18726,/como beach
18727,/gg. ramb mulyoharjo pemalang
18728,cijengkol rt./kp.
18729,"kost, musyaw, ragunan/nasywa"
18730,top elektr lin/haier
18731,"fajar, miya bon, banjar/tb cipocok"
18732,"zone entertainment bandung indah plaza, gela/kid"
18733,"mie bakso,/kedai"
18734,/kerto - leng 98 64311
18735,"/ariy, wonogiri"
18736,/pany 67 tawang
18737,/jati indah raya gumuruh
18738,/pisangan ii 225 rt
18739,/pulau yapen viii no 307
18740,/desa
18741,"nila salon, kus/citra"
18742,/kalideres rt 1
18743,"ayam bakar, pedurenan karang/kh has ash, no 4"
18744,/raya kanda 79 8
18745,/re mart gg. mel 14a pamulang timur
18746,wahana cikarang/perumahan
18747,/bunga lr. 12c rt 1 1 90154
18748,/ment 4 18
18749,/dur
18750,"kost, gang goa, sungai/farci beliung pontianak barat"
18751,/kota alok
18752,"/gun tinggimae, no 1b asco"
18753,"/nye, 190 40234 bojongloa"
18754,"bika ambon gajah mada,/inti"
18755,/suka indah 151
18756,"/citra gar, 40 tegal"
18757,/kedon rawajati
18758,jamu ragel kaliang kaliangkrik/kios
18759,/guru mug karet
18760,/arif rah hakim no
18761,"cake cipete pinang (penang)/gajah mada, no 3a"
18762,sentraya/menara
18763,"reklamasi pik2,/jembatan"
18764,cm bi(warung ibu jutri jembatan pelangkumpo/75
18765,"/tar ii, 58 sukapura"
18766,/perum puri jaya 4
18767,"/lor kiaa, 1838 kuto batu"
18768,bout nak/khansa
18769,/telagamurni 17530 cikarang
18770,/yan bangorejo
18771,"indomie, pahl revolusi pondok/war bambu"
18772,"/gang swad viii, 36 tapos"
18773,/tarwi
18774,"/mekar ii, no 153"
18775,/buk mala paya
18776,/johar baru johar baru iii
18777,"jang biru kha,/kelompok"
18778,"travel consultan , griya liviya 26,/abizard leyangan"
18779,wahana cikarang/perumahan
18780,/let suw 35
18781,"penjaringan wacung, rt rw : 06/rptra"
18782,"suranadi,/raya suran minimarket gale"
18783,/derwati 1 40292 rancasari
18784,"kalo,/pt"
18785,/sidotopo 27 rt 12
18786,/bor 7
18787,"kra pulo,/kramat no 16 2"
18788,/kus ban 47
18789,bungo/turunan
18790,"mobil jend/ac ahmad yani,"
18791,/puhun rivai 56 mandiangin koto selayan
18792,/mera 3 10
18793,"jael,/bengkel sela 1 no 6 rt"
18794,"/sala per v,"
18795,/landasan rt
18796,golen boul raya serp/ruko karya kelapa
18797,"negeri 1 ketangg, ketanggungan/seko"
18798,"priati kolo ach syam, sayang/nota"
18799,/dhuha pabuaran lor
18800,"negeri bita 2,/sd"
18801,"o'cep, raya/sio"
18802,/pekayon 42 rt
18803,"kabupaten rokan hulu, rambah/bps"
18804,"kebon jeruk rt 2 rw/mer ilir raya, 12"
18805,/blora antapani
18806,"cell jolot/embrio baru, no 35 6"
18807,"bapak riya gajah mada,/war"
18808,/sun bat gandekan
18809,"/cima, no 11 44119"
18810,"ban,/76 ban geb,"
18811,"penta, no/sogo"
18812,inaa kar ampel/al karangsatria tambun
18813,industry. pt kh. hasyim/tanj johor wood
18814,"kost, petir, no 20/novia 57126"
18815,/taman
18816,/lantai
18817,/pand bha 28
18818,/maos ii 13 regol
18819,"jimb jimbaran kuta/kub batu iii raya, gang san v taman griya"
18820,"goreng dola doli raya kali, no/nasi 28 41273 dawuan"
18821,/pondok pin 1 17
18822,/rumah sakit 50
18823,/erha
18824,"/ser, no 43"
18825,/dip klegen
18826,"/madu, kesugihan"
18827,kris/pemakaman
18828,/gah vi no 10
18829,"kemiri,gedangan nangsri,nangsri/stasiun"
18830,/ln
18831,"tuntutan ilmu,/pkbm"
18832,/man indah xii 5
18833,"foto copy, boj/citra 27 rw 7"
18834,"toko, ciledug raya/santika"
18835,/warga
18836,"sanj,/ud."
18837,/jelupang 3 rt 49
18838,/gg. 2 klego pekalongan timur
18839,"jend sudi, no/muha 490 30126"
18840,"raya end,/pan nangapanda"
18841,kost putri hub. p./terima
18842,/jend sudi
18843,"homb,/rent"
18844,/citeu 154 citeureup
18845,/villa bek inda jaya no 19
18846,/trik 1290
18847,"32,/toko"
18848,"revo car community, ragunan pasar/mabes"
18849,/komp taman mang per no
18850,/duri 16 33
18851,trade center (ptc) lt.g/pakuwon
18852,"jend sudi,/teluk no 81 28812"
18853,"/dukuh kuwu 1,"
18854,"/gg. 4, 634 pekalongan selatan"
18855,"gmim eben hae, langowan/pastori utara"
18856,"indah rumah makan raya/minang mand,"
18857,permai kec. pesanggrahan/gg
18858,/jln menteng wadas timur no.72 bengkel
18859,/haji cok pedur 7-25 rt
18860,"/elang raya, no 7"
18861,"bpr nbp 14, raya pun cisa megamendung/pt"
18862,/jl. kali kepi 117b 17 5
18863,"/nasi 5, klangenan"
18864,wedi lama gg.lebar/tambak
18865,"/candra wijayanti,"
18866,/wol mon 15
18867,"tailor, surya kenc, pamulang/zalmi barat pamulang"
18868,"peken/blon, 70 salon"
18869,putra nusantara/kos
18870,/ked rukem iii 62-i kedungdoro
18871,/meranti kem 334
18872,taman/pano
18873,/sudimara rt 5 3 15151
18874,"tegal, par,/petisah"
18875,/puske no 40-38
18876,"santai ibung ceng ten/warung iv,"
18877,"/kuri iii, 36 pondok ranji"
18878,/birobuli selatan
18879,"mulya jaya,/bengkel"
18880,/raya san 36
18881,"/ken iii, cijaura"
18882,/vens ancol
18883,/pondok pass 30
18884,/ra mast keml 60 2 karangpilang
18885,kur/rm raya pondok kelapa
18886,"/kest, no 25 bank"
18887,"lar, kyai/bika"
18888,/sukarame
18889,/joglo hik 24
18890,/beriwit 73911
18891,"whiteopen teknologi, duta hara indah/pt penjaringan"
18892,kencana regency f1 no 19/erfina
18893,brid/blue ceuri campaka mulya
18894,"mawaddah fit, banda masem banda/dr."
18895,"graf, raya/aimax"
18896,"/rafl, no 16 kalijaga"
18897,"/dah xv, kebalen"
18898,"edi,/ud."
18899,/karangbesuki 715 sukun
18900,/sawah sal i 148
18901,/serdang 9 36 rt
18902,"/veneer dan fancy plyus, raya dukuh kup barat dukuh"
18903,"ijul,/arj 2"
18904,"/tanah baru, 6 16154"
18905,"induk pati, pat,/gardu"
18906,/kart 4 sawah
18907,/30 20
18908,/kal raya
18909,"/gg. h. damih, 9f cipete selatan rt 2 2"
18910,/demak timur xi 18
18911,wahana cikarang/perumahan
18912,"/anth, yani no 519"
18913,/sukmajaya per 4 rt
18914,/sukodadi no 103 67291
18915,"pt,/kur"
18916,/mulyaharja angg 42 rt 5 3
18917,/sopon no 13
18918,jl. basuki/xxi
18919,/sinduadi 8 55284 mlati
18920,/beratkulon kemlagi
18921,/ger cengkareng
18922,/kukusan - far 19 16425
18923,/jend a. yani 34-36 55711
18924,badak/mitra
18925,/tebet
18926,"/mayb,"
18927,/gegunung
18928,/sepa ii 174-154 bansir
18929,/ra de lebak - de tel luhur telaga
18930,/pen gg. iv 34 rt 8
18931,"/ligu sela, semarang timur"
18932,carving tampak siring/tana
18933,"/boj utama raya, mustikasari"
18934,/mekar sari 33
18935,/ujung gurun no
18936,/jl. jalan prov sumatera bar. 25513 pariaman tengah
18937,/mekarwangi 10 bojongloa
18938,"wati, pori raya, pisangan/gado timur"
18939,ayu sukadamai blok a5 no.14/bukit
18940,"ling sela/stic kebu, kebumen"
18941,/gelam 23 61271
18942,/pasar yamin rt
18943,alam asri jalan/perumahan asem blok.e
18944,"lele bu nova, pen no/pecel 6"
18945,/bojong griya bukit jaya 5 rt
18946,/babatan
18947,"al-ik,/masjid"
18948,"amri lubis,/toko"
18949,"maryatin, garum/war"
18950,putra muna/kos vi tambakaji
18951,/jl. sun bran west semper rt
18952,/baba rukun ii 12
18953,indah/perum
18954,/jatibening 40 rt 1 rw
18955,"vira,/toko"
18956,/kap patim gang 4 rt 2
18957,"kristen negeri 7 medan, karet/sma pasar baru barat"
18958,/pegangsaan 43-38 rt 8
18959,"inter cargo pt, gatot subr barat, 496 80117/balioky"
18960,/puri kos v peguyangan
18961,jl.asia afrika/pt.dipo
18962,"radio, banguntapan/punto dewo no 5 balai"
18963,/sidodadi
18964,/sea 73 93511
18965,"/setia 1, jaticempaka"
18966,"/nanggungan kebon agung, pacitan"
18967,/malimongan 10 rt 1 1
18968,/gifty
18969,sek raya/polsek toman serasan jaya
18970,"zasta konv,/rezeki"
18971,"perusahaan listrik negara persero,/pt."
18972,"solekhudin, h m noer pan,/pak"
18973,lake residence cluster venetian/golf
18974,/perpust
18975,"semarang barat/pamula, 96 mr.locus-ho, rw"
18976,ayat/yaya pondok gede
18977,"rw 1 cempaka putih timur cempaka putih/rawa sari timur, 7 madr dinn"
18978,/giri ix 30a
18979,/jl. prat 10 t
18980,/gg. fam 4 kelapa tiga
18981,"/raya pacitan-tr, toko ikhtiar,"
18982,rt rw/rumah
18983,"utara/nak, no 7"
18984,/teungoh
18985,"spring regency, blok f./palm"
18986,"space, prap/crea tegal parang pancoran"
18987,"/desa setia asih, no 27 setia"
18988,dirgantara permai jl.simpang dirgantara iv/perum
18989,/surgi 41 70122
18990,"indon,/pos sawit"
18991,/dwo gg. 2 no 18 dermo mojoroto
18992,/keml x 32 6
18993,/krish
18994,"kaget umban sari, kartika sari, rumbai/pasar"
18995,"/wij kus send, 3 sendangtirto"
18996,"/sal, rawa buntu"
18997,/emplasmen
18998,/pram 14a
18999,/tebet
19000,/pekayon vi 24 rt
19001,/gunung ra 27 92114
19002,"/mekar vi, 29 16411"
19003,/nanggewer 12b cibinong
19004,/kel puan raya no 24
19005,/jatibening 18 17412 pondok
19006,cinta kasih tzu chi b25-3b rt014/rusun
19007,"/insp kal, 21 lambangjaya"
19008,/tota
19009,"/jl. kapas iv kapas madya i, gading tambaksari"
19010,/kepiting raya no 29 rt
19011,/suci ii 22
19012,/komplek perhub laut no 55
19013,/petemon iii 6 rt 5 16
19014,/raya taj tajurhalang
19015,"/gaj sugi,"
19016,misi/toko tanjung
19017,"k-59, kurdi barat i, karasak/apotik astana anyar"
19018,w./baru r. supra kesiman kertalangu denpasar timur
19019,/jln stasiun ngadiluwih no24 rt rw 03
19020,raya ban/angkri
19021,/pondok no 2
19022,1/umban
19023,/kantor
19024,/sel jati 60
19025,"/gg. r, 16a pesanggrahan 1 pesanggrahan"
19026,"/sukam 3, 71 rt 4"
19027,/mekarmukti 17530 cikarang utara
19028,/darat iii no
19029,/jl pela ii 6
19030,trisakti kampus tapa/universitas no 1
19031,/jl. jl. pasu sei putih tengah
19032,/yaya 88 guguk
19033,/tebet
19034,"spring regency c-99, jambangan,/palm"
19035,"cabang buss,/kantor banjarmasin tengah"
19036,/gg. 4 13 sungai kunjang
19037,bunga sukamukti/taman
19038,/graha taman kebay wij 3 q setiamekar
19039,/raya ciburu no 195
19040,/raudh medan satria
19041,/andi pang petta ii no 17d
19042,"/dina wuruk, mangga"
19043,/kerta 140
19044,"arofres mx motoc waa,/bengkel"
19045,/punggolaka
19046,"fotocopy, hen, hendrosari menganti/sum"
19047,"betawi, cilan baru/masakan pondok ranggon"
19048,"net, imam/akbar bon sumber rejo"
19049,"/raya pek,"
19050,mall lt/ace sumoharjo kec panakkukang kota makassar
19051,"- peneki, manurung,/cellue"
19052,/lettu bak gg. h. sidik warudoyong
19053,"/bala asri 1, 38"
19054,/cilandak 41 rt 9
19055,"negeri/haji abdul mutr, no 50 sd"
19056,/durib i bekasi jaya
19057,areng samping kua/kp
19058,/tanjung mas prima 5
19059,nada salam/sifa
19060,/wonotingal 1 candisari
19061,/cengkareng
19062,/jln jend sudi no237 parit
19063,/npvi
19064,/a. yani no 25
19065,/panggungharjo sewon
19066,pelangi vete/toko sungai lulut
19067,cikupa/jl. indu raya no 6 bunder
19068,"rw gambir/medan merd barat, no 21"
19069,bla belah/war
19070,/tengkerang 6 bukit raya
19071,"/tank, cilame"
19072,/pgc
19073,/sul agung iv 118
19074,"/abi cokro sury, angel salon,"
19075,danau ranau/gado
19076,/tenggulunan 2 kebomas
19077,"/san franc 3, 19 ciangsana"
19078,/griya asri 2 89 sumberjaya
19079,"/cidang, bogor tengah"
19080,/jl. srik 9 tukmudal sumber
19081,"/joyo suka, 2 68467 kalibaru"
19082,"embong/embong tanj, no 46 the"
19083,"/raya vete, war diah,"
19084,"sin,/akem,"
19085,/perum gun putri per 3 6 gunung
19086,"/asih permai i,"
19087,"online, imam/new"
19088,/asam asoka 26
19089,/sikam
19090,/amd 44
19091,/simpang utama no
19092,"ponsel, koto/aldo baru"
19093,/jat 3 jatimulya
19094,/broto timur 3 no 45
19095,/subah
19096,"karya glassco pd, industri xvi,/indo muktiharjo lor"
19097,"/kre, no 29"
19098,"pos pjr patuk, yogya dli, patuk/patuk"
19099,/ubud
19100,"ayam solo subur makmur, sei sungai/marta lama, d 1"
19101,plaza boule/komp. 3 kelapa gading barat kelapa
19102,"jati/pd. asih,"
19103,patih galung prabumulih sumatra/taman
19104,/warakas no 50a rt
19105,jatinangor/jl.
19106,/pulo mel i 5
19107,/pedurenan tengah
19108,"negeri 14 garut,/suka"
19109,/tanjung 84 29113 bukit
19110,pari rt/jembatan
19111,babat babat/war
19112,/nasi i
19113,/tegal rah no
19114,/kamp cib 12
19115,"sejahtera tani raya, pt medan/agung perjuangan"
19116,/samudra pasai raya 2
19117,"/raya garut-tasi sinar agung percetakan, garut kota"
19118,/teluk 1 5 rt
19119,"/rian,"
19120,/rasa 1 no
19121,"/gajah, gayamsari"
19122,"/peri kemerd, labuan"
19123,"/pandean - mad, 138 63128 taman"
19124,/teladan 20
19125,"andra jimbaran/ii, no b"
19126,/kwa kalong liud
19127,/karema ratul 51 91511 mamuju
19128,himalaya/pt.asu
19129,/dok muha isa 8 ilir
19130,/lat d 28
19131,"al amah amah cimanggung, cimanggung/yayasan"
19132,"disc, pasar/mega mod bint"
19133,"/peru sari, no 24"
19134,/pete sidom petemon sawahan
19135,/raya sed 384
19136,"asiah, raya remp,/siti"
19137,"cell raya has,/cfa"
19138,"negeri marsidirini 79, salatiga sidorejo/sd"
19139,"tirta kencana b.10,/komplek"
19140,/sya al qadri no 32
19141,"/bubur gede, no 35 sukaraja"
19142,"locok,/war"
19143,"/cesna,"
19144,risqi/amanda regunung
19145,"karya o/par sura,"
19146,/balai rak raya tugu
19147,"/raya suko, alfa 2ad7"
19148,/sudimara 2 2 15 15151
19149,"haji abdul/frado, tembilahan kota"
19150,"village blok p14, kedung/tranboge"
19151,/tengg barat rw
19152,"/tawa,"
19153,"daya,/cent"
19154,"/perum pon timur, 133 mustikasari"
19155,/tera balangnipa
19156,"lilly  bbr,/toko"
19157,"mebel sari tanah, mr./toko mlangsen"
19158,/tela ii 60 kampung
19159,/gg. h. sabe 66-26 lebak bulus rt 5
19160,/pers cipedak
19161,dewi raya/agen pasar kec jatiwarna
19162,"miftahul ulum, moilong/masjid"
19163,/pos no 315 adipala
19164,"h. idris, sul hasan,/toko"
19165,"muhtadin,/mush"
19166,/tegal rt 6 rw
19167,"/rumi,"
19168,/indom kawali
19169,/maguwoharjo rt 4 depok
19170,"/perm hijau, t8 2"
19171,/gg. mand no 12 rt
19172,"globindo pt, pang hidayat samarinda/sumber kota"
19173,"rica rica men bala, watugede/war singosari"
19174,/pon gede per 3
19175,mbah mamun mas luwungragi/makam
19176,"simpang caringin, margajaya,/berkah"
19177,/bojong
19178,"datuk,/gup"
19179,/jend ahmad yani no
19180,/periuk 37 rt
19181,"/sudi, 121"
19182,/cipete 9 rt 4
19183,"/hos cokr, 82-80 pakuncen wirobrajan"
19184,"/sand, 47 pondok"
19185,/srengseng 1
19186,"/pasar pel, 65 rt"
19187,/boj gint medang pagedangan
19188,wahana blok/perumahan
19189,/manis ii
19190,fishing dan resto alam boja boja/oase
19191,/dusun kra jarakan
19192,/siak pandean
19193,serpong kel./serpong
19194,/ikan tom 30
19195,"/kali indah vii, 16"
19196,"1 sedayulawas/raya bron, tk"
19197,/muti 6 cipondoh
19198,lovebird/wisma
19199,/desa
19200,/gg. sek indah padasuka cibeunying kidul
19201,a16.jln raya lingkar timur sidoarjo/pt.gajah
19202,"/katam indah 5,"
19203,/lom 47 trajeng
19204,/lontar raya ir. sut 21 15530
19205,/panjang 14
19206,/sicincin 25584 2 x 11 enam
19207,"ba aisyah tegal,/tk"
19208,bakung regency blok no. e/perumahan
19209,"negeri asam- 7, asam asam/sd"
19210,service sla/sdm
19211,/kebon 3 40274 batununggal
19212,/daan mogot kedaung kali angke
19213,"/angg ten,"
19214,/taman
19215,"mzs kuala kenc,/sd"
19216,"/komp buana permai, banjarmasin utara"
19217,adi/beng
19218,/jl brig hasan kasim rawa no
19219,lestari residence b2 no./mega
19220,"makan emon tb,/rumah"
19221,/johar i johar baru
19222,/cend 15
19223,alun-alun/jl. walisongo 48 depan
19224,"/prap, darmo"
19225,/darat pontianak
19226,"/pang sudi, kejuron taman"
19227,"kenten laut, tana mas,/pangkalan"
19228,"tailor, nusa indah/tengah baru, f 11 78112"
19229,/depot
19230,"/buana biru besar, no 41"
19231,"/cara, kelurahan bulu"
19232,"/gg. sawah indah 1, bojong pondok terong"
19233,/kalibata min 35 rt
19234,/tukad gum 14 serangan
19235,"/saha, no 1 adw"
19236,/duren no
19237,"motor, seth/beng"
19238,/ciku raya 53 rt
19239,"/bangka 9, mampang"
19240,/tar 90
19241,/gandul samping 16513 cinere
19242,maruyung rt01 rw11/kampung
19243,/pancawati 75 41371 klari
19244,/sema rw 8
19245,"gading cempaka/mang, arminareka"
19246,/masigit no 30
19247,/nirw malabar ten
19248,/gedung
19249,"dan bakso sido mampir, blora,/kamolan"
19250,gir/toko 3 buahbatu (margacinta)
19251,"/perum pes angg, harapan jaya"
19252,"/gang umas, 9"
19253,/bantarjaya
19254,"/watu affa, no 80"
19255,/tyt indah no 10a
19256,/sariw ii sariwangi kel.
19257,"/uka xiv, no 11a rw"
19258,al-mur/paud
19259,/pabri 108 ngupasan
19260,/jend sudi 37 rt
19261,"syapar, setia,/h."
19262,/jagir
19263,"falah pesanggrahan/warm, masjid darul"
19264,/lenteng 1 jagakarsa
19265,/raden ajeng kart no 92
19266,"/kel, no 90"
19267,/tugu
19268,/dempo no 21
19269,/lorong bukit baru ii bukit lama
19270,"/kang i, no 22"
19271,/pekayon al fur rt 2
19272,/kepuh no 1082
19273,"joe/pondok leci, bantiran"
19274,"travel perwak medan,/patuna simpang selayang"
19275,rinar raya dang/toko jatinangor
19276,/kembangan 13 rt 1 2
19277,/desa
19278,/babe raya 36 kebalen
19279,"/perum suko park rege, keputih kel."
19280,"/starb,"
19281,"ayam kremes kw93, raya sido sidokare ampelgading/kedai"
19282,"rent and tra perum/axe tel, ranca bungur"
19283,"/tera 6, no 4"
19284,pang/lestari bambankerep
19285,/perwira much tabrani no 92 1
19286,/tanah gg. iv 14 rt 2 1 60129
19287,/haji yahya nuih 23 beji
19288,"/unt sura, 87 sidokumpul sidoarjo"
19289,"/hol, pung bumi ratu"
19290,"jamu sehat prima, wono,/depot"
19291,/mega 36
19292,"indah toko, regol/dalem kaum no"
19293,"jami nurul huda, andir,/masjid"
19294,/bojong
19295,-/out
19296,"fina, raya/adira"
19297,"toko w./agung monginsidi,"
19298,/tegal tem medan denai
19299,jati makmur/bukit kenc no
19300,/jl. roro jongg rt 17 5
19301,/pit raya rt
19302,"sederhana, subang/warung"
19303,/pisangan 11 12
19304,/sukomulyo raya 7 lamongan
19305,/gg. trid 33 air putih samarinda
19306,/ngesrep 274 9 50261
19307,riska tegal luhur/warung
19308,/ampera k 97511 masohi
19309,"pln, desa, jl.temenggung/jnt"
19310,/ahmad yani 113
19311,"/panc timur 2c, pancoran rt"
19312,"fitra lovia, raya kara, deket/aqilah"
19313,/jend. sudi bukit batu
19314,/tanj pa 94
19315,/sendangrejo 47
19316,/nasi jufri
19317,/nurul
19318,/kebalen 12 rt 3
19319,rt05. rw. 12/kp.
19320,kota/arief rach hakim no
19321,(taman ayunan) ca/harapan
19322,kalibata -/alamat:
19323,/pt wangi
19324,/perik 1 jagakarsa
19325,"mul, 57552/wed"
19326,/khai anwar 47-59 kuta
19327,/gegerkalong 12
19328,"kidul/ir. h. jua, makam mbah shoma, kepel"
19329,/lebak no
19330,ciharendong kencana blok a 27/taman
19331,/sepinggan balikpapan selatan
19332,"laundry tipar,/gracias"
19333,"/randu barat i, no 54 rw"
19334,/taman anye kalimulya cilodong
19335,/cipondoh a rt 1 2
19336,/dah no
19337,warung/ida bagus japa no 5
19338,"pancing hana, wr. supra/toko"
19339,precision/sukaresmi pt san
19340,/dr. wahi
19341,"/cem iii, jatimakmur"
19342,/setia kawan barat iii 5
19343,sidoarjo/cluster
19344,/bojong 10 2 rawalumbu
19345,/sasak gant cikawao
19346,"solo, raya perum/tong reni bojongsari"
19347,/sambirejo 106 2
19348,"fash,/mahera"
19349,"/imam bon, no 34"
19350,teras/bank 4 ngupasan
19351,"/bungur dalam,"
19352,soek no 590/sekejati 40286
19353,/kutisari 1 tenggilis
19354,baru tebing rt.003 rw./kampung
19355,/kampung no 69-103
19356,/tanimulya no 2a
19357,/dur loloan
19358,/menteng
19359,/pers raya 1 jalur iv 70
19360,lidah wetan surabaya/wisata
19361,indonesia. pt raya soek hatta/nestle gadingrejo
19362,/pete barat petemon
19363,/cendra vii no 249
19364,sep/toko lambaro
19365,"idi,/inaq"
19366,/spo 32 cibeunying kaler
19367,/erha 39 gandul
19368,/menur no 22 rw 4
19369,/bongsari i 31 6 50148
19370,/perti rt
19371,tondano kabupaten minahasa tondano/terminal
19372,barat rt07rw04/tanjung
19373,bethesda gmim tomohon tomohon tengah/rsu
19374,/rinj no 65
19375,sindang/raya sindang beng sep
19376,"hbo, jl./kebun desa kepuharjo"
